Category ID,Category,Event,Event description,Timepoint start,Timepoint end,Quantity outcome 1,Quantity outcome 2,Reference/link to data,Accessed on
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Minnesota - 2011,Etiology: Norovirus; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2011-12-01,2011-12-01,2,670,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Minnesota - 2011,Etiology: Norovirus; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2011-11-01,2011-11-01,2,74,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Kentucky - 2011,Etiology: NA; Setting: NA; Source: NA,2011-03-01,2011-03-01,2,37,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Connecticut - 2012,Etiology: NA; Setting: NA; Source: NA,2012-01-01,2012-01-01,2,26,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Wisconsin - 2011,Etiology: Norovirus unknown; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2011-12-01,2011-12-01,2,35,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Wisconsin - 2011,Etiology: Norovirus unknown; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2011-12-01,2011-12-01,2,97,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Maine - 2012,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2012-01-01,2012-01-01,2,119,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Indeterminate/Other/Unknown - Minnesota - 2012,Etiology: Norovirus Genogroup II; Setting: NA; Source: NA,2012-11-01,2012-11-01,2,4,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Oregon - 2012,Etiology: Norovirus unknown; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2012-12-01,2012-12-01,2,61,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Oregon - 2012,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2012-12-01,2012-12-01,2,37,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Ohio - 2013,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2013-01-01,2013-01-01,2,52,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Indeterminate/Other/Unknown - Kentucky - 2012,Etiology: Norovirus unknown; Setting: NA; Source: NA,2012-11-01,2012-11-01,2,88,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Indeterminate/Other/Unknown - Nebraska - 2012,Etiology: Norovirus; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2012-10-01,2012-10-01,2,55,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Nebraska - 2012,Etiology: Norovirus unknown; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2012-12-01,2012-12-01,2,166,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Georgia - 2013,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2013-01-01,2013-01-01,2,77,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Pennsylvania - 2013,Etiology: NA; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2013-01-01,2013-01-01,2,44,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Iowa - 2013,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2013-02-01,2013-02-01,2,60,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Minnesota - 2013,Etiology: Norovirus; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2013-02-01,2013-02-01,2,42,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Maine - 2013,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2013-03-01,2013-03-01,2,40,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Arkansas - 2013,Etiology: Norovirus Genogroup II; Setting: NA; Source: NA,2013-05-01,2013-05-01,2,44,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - Ohio - 2012,Etiology: Legionella pneumophila; Staphylococcus aureus; Setting: Long term care facility; Source: Undetermined water-Unknown,2012-02-01,2012-02-01,2,8,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Connecticut - 2013,Etiology: NA; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2013-03-01,2013-03-01,2,40,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Indiana - 2013,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2013-02-01,2013-02-01,2,196,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Montana - 2013,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2013-12-01,2013-12-01,2,108,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Minnesota - 2014,Etiology: Norovirus; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2014-01-01,2014-01-01,2,46,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Wisconsin - 2012,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2012-12-01,2012-12-01,2,43,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Wisconsin - 2013,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2013-01-01,2013-01-01,2,22,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - Pennsylvania - 2013,Etiology: Legionella pneumophila; Legionella pneumophila; Setting: Hospital/Health Care; Source: Other/Environmental water-Fountain - Ornamental; Cooling Tower,2013-08-01,2013-08-01,2,15,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Minnesota - 2014,Etiology: Norovirus; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2014-01-01,2014-01-01,2,146,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Indeterminate/Other/Unknown - Kentucky - 2013,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2013-04-01,2013-04-01,2,89,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Oregon - 2014,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2014-02-01,2014-02-01,2,21,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Rhode Island - 2013,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2013-12-01,2013-12-01,2,15,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Indeterminate/Other/Unknown - Oregon - 2014,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2014-01-01,2014-01-01,2,56,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - West Virginia - 2014,Etiology: Norovirus Genogroup I; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2014-02-01,2014-02-01,2,42,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Kentucky - 2014,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2014-03-01,2014-03-01,2,75,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Ohio - 2014,Etiology: Salmonella enterica; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2014-03-01,2014-03-01,2,3,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Kansas - 2014,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2014-03-01,2014-03-01,2,15,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Nebraska - 2013,Etiology: Norovirus unknown; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2013-04-01,2013-04-01,2,25,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Illinois - 2014,Etiology: Norovirus Genogroup I; Setting: NA; Source: NA,2014-03-01,2014-03-01,2,103,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Indeterminate/Other/Unknown - Wisconsin - 2014,Etiology: Norovirus Genogroup II; Norovirus unknown; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2014-01-01,2014-01-01,2,24,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - New York - 2014,Etiology: Listeria monocytogenes; Setting: Long-term care/nursing home/assisted living facility; Source: NA-NA-NA,2014-04-01,2014-04-01,2,2,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Wisconsin - 2014,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2014-03-01,2014-03-01,2,45,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Indeterminate/Other/Unknown - Montana - 2014,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2014-06-01,2014-06-01,2,81,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Wisconsin - 2014,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2014-11-01,2014-11-01,2,29,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Rhode Island - 2013,Etiology: Listeria monocytogenes; Setting: Restaurant - other or unknown type; Source: NA-NA-NA,2013-09-01,2013-09-01,2,4,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Multistate - 2014,Etiology: Listeria monocytogenes; Setting: Restaurant - other or unknown type; Unknown; Source: Sprouts-mung bean sprouts-NA,2014-06-01,2014-06-01,2,5,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Ohio - 2015,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2015-02-01,2015-02-01,2,98,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Illinois - 2015,Etiology: Norovirus; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2015-01-01,2015-01-01,2,76,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Kentucky - 2015,Etiology: Norovirus; Clostridium other; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2015-01-01,2015-01-01,2,91,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - New Mexico - 1999,Etiology: Salmonella enterica; Setting: Long-term care/nursing home/assisted living facility; Source: NA-NA-NA,1999-12-01,1999-12-01,2,4,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Maryland - 1999,"Etiology: NA; Setting: Restaurant - other or unknown type; Source: Multiple-rice dishes, unspecified; shrimp, unspecified-NA",1999-03-01,1999-03-01,2,2,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Florida - 1998,"Etiology: NA; Setting: Restaurant - other or unknown type; Source: Multiple-chicken, bbq; salad bar-NA",1998-08-01,1998-08-01,2,2,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Florida - 1998,"Etiology: NA; Setting: Restaurant - other or unknown type; Source: Unclassifiable-ethnic style, unspecified-NA",1998-05-01,1998-05-01,2,2,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - South Dakota - 2000,Etiology: Staphylococcus aureus; Setting: Long-term care/nursing home/assisted living facility; Source: Multiple-chicken salad; potato salad-NA,2000-07-01,2000-07-01,2,95,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - New Jersey - 1998,Etiology: Salmonella enterica; Setting: Long-term care/nursing home/assisted living facility; Source: NA-NA-NA,1998-06-01,1998-06-01,2,19,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Oklahoma - 2001,Etiology: Clostridium perfringens; Setting: Other; Source: NA-NA-NA,2001-11-01,2001-11-01,2,7,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Multistate - 2001,Etiology: Salmonella enterica; Setting: Grocery store; Other; Source: Fruits-cantaloupe-NA,2001-04-01,2001-04-01,2,50,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Utah - 2003,Etiology: Clostridium botulinum; Setting: Private home/residence; Source: NA-NA-NA,2003-10-01,2003-10-01,2,2,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - California - 2003,"Etiology: Escherichia coli, Shiga toxin-producing; Setting: Other; Source: NA-NA-NA",2003-08-01,2003-08-01,2,18,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Wisconsin - 2004,Etiology: Salmonella enterica; Setting: Long-term care/nursing home/assisted living facility; Source: NA-NA-NA,2004-01-01,2004-01-01,2,66,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Florida - 2004,"Etiology: NA; Setting: Restaurant - other or unknown type; Source: Multiple-steak, unspecified; house salad-NA",2004-02-01,2004-02-01,2,2,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Multistate - 2003,Etiology: Salmonella enterica; Setting: Restaurant - other or unknown type; Private home/residence; Caterer (food prepared off-site from where served); Grocery store; Long-term care/nursing home/assisted living facility; Hospital; Source: Fruits-honeydew melon-NA,2003-01-01,2003-01-01,2,68,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Oregon - 2004,Etiology: Salmonella enterica; Setting: Long-term care/nursing home/assisted living facility; Source: NA-NA-NA,2004-07-01,2004-07-01,2,25,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Washington - 2005,"Etiology: Escherichia coli, Shiga toxin-producing; Setting: Long-term care/nursing home/assisted living facility; Source: NA-NA-NA",2005-09-01,2005-09-01,2,14,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Texas - 2007,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA-NA-NA,2007-02-01,2007-02-01,2,89,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - California - 2008,"Etiology: Escherichia coli, Shiga toxin-producing; Setting: Restaurant - other or unknown type; Long-term care/nursing home/assisted living facility; Unknown; Source: NA-NA-NA",2008-07-01,2008-07-01,2,5,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Illinois - 2008,Etiology: Salmonella enterica; Setting: Long-term care/nursing home/assisted living facility; Source: Unclassifiable-pureed food diet-NA,2008-12-01,2008-12-01,2,9,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Multistate - 2008,"Etiology: Salmonella enterica; Setting: NA; Source: Seeded Vegetables-peppers, jalapeno; tomato, unspecified; peppers, serrano-NA",2008-04-01,2008-04-01,2,1500,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Pennsylvania - 2015,Etiology: Norovirus unknown; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2015-03-01,2015-03-01,2,116,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Wisconsin - 2015,Etiology: NA; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2015-02-01,2015-02-01,2,13,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Ohio - 2015,Etiology: Clostridium botulinum; Setting: Private home/residence; Source: Root/Underground-home made potato salad-potatoes,2015-04-01,2015-04-01,2,29,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Rhode Island - 2015,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2015-03-01,2015-03-01,2,81,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Maine - 2015,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2015-04-01,2015-04-01,2,37,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Ohio - 2015,Etiology: Salmonella enterica; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2015-05-01,2015-05-01,2,21,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Rhode Island - 2015,Etiology: Norovirus unknown; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2015-04-01,2015-04-01,2,15,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Nebraska - 2015,Etiology: Norovirus; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2015-03-01,2015-03-01,2,20,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Rhode Island - 2015,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2015-04-01,2015-04-01,2,69,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - California - 2014,Etiology: Legionella pneumophila; Setting: Trailer Park; Source: Recreational water -- treated-Spa/Whirlpool/Hot Tub,2014-10-01,2014-10-01,2,2,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - Florida - 2015,Etiology: Legionella pneumophila; Setting: Assisted Living/Rehab; Source: Drinking water-Community,2015-06-01,2015-06-01,2,7,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
