Category,Event,Event description,Timepoint start,Timepoint end,Quantity outcome 1,Reference/link to data,Accessed on,Category ID
Recessions - East Asia & Pacific,2000,"Year over year change in GDP, 2000",2000-01-01,2000-12-31,0.0819872843154204,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G24
Recessions - East Asia & Pacific,2001,"Year over year change in GDP, 2001",2001-01-01,2001-12-31,-0.0699714091392758,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G24
Recessions - East Asia & Pacific,2002,"Year over year change in GDP, 2002",2002-01-01,2002-12-31,0.0157783581041852,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G24
Recessions - East Asia & Pacific,2003,"Year over year change in GDP, 2003",2003-01-01,2003-12-31,0.0995195645721769,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G24
Recessions - East Asia & Pacific,2004,"Year over year change in GDP, 2004",2004-01-01,2004-12-31,0.12158096738019,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G24
Recessions - East Asia & Pacific,2005,"Year over year change in GDP, 2005",2005-01-01,2005-12-31,0.0668893398759598,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G24
Recessions - East Asia & Pacific,2006,"Year over year change in GDP, 2006",2006-01-01,2006-12-31,0.0597636667826502,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G24
Recessions - East Asia & Pacific,2007,"Year over year change in GDP, 2007",2007-01-01,2007-12-31,0.117327786576632,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G24
Recessions - East Asia & Pacific,2008,"Year over year change in GDP, 2008",2008-01-01,2008-12-31,0.152911836621651,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G24
Recessions - East Asia & Pacific,2009,"Year over year change in GDP, 2009",2009-01-01,2009-12-31,0.0290106424779552,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G24
Recessions - East Asia & Pacific,2010,"Year over year change in GDP, 2010",2010-01-01,2010-12-31,0.16708761482245,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G24
Recessions - East Asia & Pacific,2011,"Year over year change in GDP, 2011",2011-01-01,2011-12-31,0.159627269805882,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G24
Recessions - East Asia & Pacific,2012,"Year over year change in GDP, 2012",2012-01-01,2012-12-31,0.0698084846052369,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G24
Recessions - East Asia & Pacific,2013,"Year over year change in GDP, 2013",2013-01-01,2013-12-31,0.0112671620955561,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G24
Recessions - East Asia & Pacific,2014,"Year over year change in GDP, 2014",2014-01-01,2014-12-31,0.0315479281781863,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G24
Recessions - East Asia & Pacific,2015,"Year over year change in GDP, 2015",2015-01-01,2015-12-31,-0.004029416355619,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G24
Recessions - East Asia & Pacific,2016,"Year over year change in GDP, 2016",2016-01-01,2016-12-31,0.0352239299057382,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G24
Recessions - East Asia & Pacific,2017,"Year over year change in GDP, 2017",2017-01-01,2017-12-31,0.0681908153612954,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G24
Recessions - East Asia & Pacific,2018,"Year over year change in GDP, 2018",2018-01-01,2018-12-31,0.0886899183500182,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G24
Recessions - East Asia & Pacific,2019,"Year over year change in GDP, 2019",2019-01-01,2019-12-31,0.0206191625639983,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G24
Recessions - East Asia & Pacific,2020,"Year over year change in GDP, 2020",2020-01-01,2020-12-31,0.00366326784793765,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G24
Recessions - East Asia & Pacific,2021,"Year over year change in GDP, 2021",2021-01-01,2021-12-31,0.139504314011703,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G24
Recessions - Euro area,1961,"Year over year change in GDP, 1961",1961-01-01,1961-12-31,0.0985660778092778,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,1962,"Year over year change in GDP, 1962",1962-01-01,1962-12-31,0.110995275331714,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,1963,"Year over year change in GDP, 1963",1963-01-01,1963-12-31,0.122223435949898,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,1964,"Year over year change in GDP, 1964",1964-01-01,1964-12-31,0.112370099235924,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,1965,"Year over year change in GDP, 1965",1965-01-01,1965-12-31,0.0930674701243472,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,1966,"Year over year change in GDP, 1966",1966-01-01,1966-12-31,0.0910926873178829,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,1967,"Year over year change in GDP, 1967",1967-01-01,1967-12-31,0.0866202521225487,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,1968,"Year over year change in GDP, 1968",1968-01-01,1968-12-31,0.0735864719594544,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,1969,"Year over year change in GDP, 1969",1969-01-01,1969-12-31,0.116266253569475,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,1970,"Year over year change in GDP, 1970",1970-01-01,1970-12-31,0.109238242731501,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,1971,"Year over year change in GDP, 1971",1971-01-01,1971-12-31,0.133411225356426,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,1972,"Year over year change in GDP, 1972",1972-01-01,1972-12-31,0.208025839902367,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,1973,"Year over year change in GDP, 1973",1973-01-01,1973-12-31,0.298193376065109,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,1974,"Year over year change in GDP, 1974",1974-01-01,1974-12-31,0.134064265151136,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,1975,"Year over year change in GDP, 1975",1975-01-01,1975-12-31,0.159513317658997,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,1976,"Year over year change in GDP, 1976",1976-01-01,1976-12-31,0.04360662818502,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,1977,"Year over year change in GDP, 1977",1977-01-01,1977-12-31,0.137469287585867,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,1978,"Year over year change in GDP, 1978",1978-01-01,1978-12-31,0.224548785609229,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,1979,"Year over year change in GDP, 1979",1979-01-01,1979-12-31,0.211368396011587,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,1980,"Year over year change in GDP, 1980",1980-01-01,1980-12-31,0.119987590873444,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,1981,"Year over year change in GDP, 1981",1981-01-01,1981-12-31,-0.130919026475169,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,1982,"Year over year change in GDP, 1982",1982-01-01,1982-12-31,-0.031805733986157,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,1983,"Year over year change in GDP, 1983",1983-01-01,1983-12-31,-0.0244270475630074,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,1984,"Year over year change in GDP, 1984",1984-01-01,1984-12-31,-0.0407992311080289,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,1985,"Year over year change in GDP, 1985",1985-01-01,1985-12-31,0.0273459141018104,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,1986,"Year over year change in GDP, 1986",1986-01-01,1986-12-31,0.403442366776745,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,1987,"Year over year change in GDP, 1987",1987-01-01,1987-12-31,0.236855796440082,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,1988,"Year over year change in GDP, 1988",1988-01-01,1988-12-31,0.0997948910410727,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,1989,"Year over year change in GDP, 1989",1989-01-01,1989-12-31,0.0214597126931844,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,1990,"Year over year change in GDP, 1990",1990-01-01,1990-12-31,0.258523208011404,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,1991,"Year over year change in GDP, 1991",1991-01-01,1991-12-31,0.0396951598854586,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,1992,"Year over year change in GDP, 1992",1992-01-01,1992-12-31,0.103284697114454,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,1993,"Year over year change in GDP, 1993",1993-01-01,1993-12-31,-0.0849657348378478,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,1994,"Year over year change in GDP, 1994",1994-01-01,1994-12-31,0.0555929720698494,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,1995,"Year over year change in GDP, 1995",1995-01-01,1995-12-31,0.153452063051317,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,1996,"Year over year change in GDP, 1996",1996-01-01,1996-12-31,0.0118297128106227,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,1997,"Year over year change in GDP, 1997",1997-01-01,1997-12-31,-0.085762507355968,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,1998,"Year over year change in GDP, 1998",1998-01-01,1998-12-31,0.0283400432479639,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,1999,"Year over year change in GDP, 1999",1999-01-01,1999-12-31,-0.00461621661913532,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,2000,"Year over year change in GDP, 2000",2000-01-01,2000-12-31,-0.0871892896918213,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,2001,"Year over year change in GDP, 2001",2001-01-01,2001-12-31,0.0155227019405253,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,2002,"Year over year change in GDP, 2002",2002-01-01,2002-12-31,0.0914972930289848,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,2003,"Year over year change in GDP, 2003",2003-01-01,2003-12-31,0.230852499439345,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,2004,"Year over year change in GDP, 2004",2004-01-01,2004-12-31,0.146470250407165,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,2005,"Year over year change in GDP, 2005",2005-01-01,2005-12-31,0.0357394253398995,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,2006,"Year over year change in GDP, 2006",2006-01-01,2006-12-31,0.0627659926539023,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,2007,"Year over year change in GDP, 2007",2007-01-01,2007-12-31,0.151561175385613,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,2008,"Year over year change in GDP, 2008",2008-01-01,2008-12-31,0.0993194124684547,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,2009,"Year over year change in GDP, 2009",2009-01-01,2009-12-31,-0.086151203909888,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,2010,"Year over year change in GDP, 2010",2010-01-01,2010-12-31,-0.0229362419667396,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,2011,"Year over year change in GDP, 2011",2011-01-01,2011-12-31,0.0787981413599171,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,2012,"Year over year change in GDP, 2012",2012-01-01,2012-12-31,-0.0732600909416257,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,2013,"Year over year change in GDP, 2013",2013-01-01,2013-12-31,0.0441115938473507,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,2014,"Year over year change in GDP, 2014",2014-01-01,2014-12-31,0.0237775509809242,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,2015,"Year over year change in GDP, 2015",2015-01-01,2015-12-31,-0.135792445297051,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,2016,"Year over year change in GDP, 2016",2016-01-01,2016-12-31,0.0255399110580645,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,2017,"Year over year change in GDP, 2017",2017-01-01,2017-12-31,0.0589644326248757,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,2018,"Year over year change in GDP, 2018",2018-01-01,2018-12-31,0.080323039048252,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,2019,"Year over year change in GDP, 2019",2019-01-01,2019-12-31,-0.0204422632599826,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,2020,"Year over year change in GDP, 2020",2020-01-01,2020-12-31,-0.0247937135672221,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Euro area,2021,"Year over year change in GDP, 2021",2021-01-01,2021-12-31,0.112934167165971,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G27
Recessions - Europe & Central Asia (excluding high income),1989,"Year over year change in GDP, 1989",1989-01-01,1989-12-31,-0.03247183201177,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G25
Recessions - Europe & Central Asia (excluding high income),1990,"Year over year change in GDP, 1990",1990-01-01,1990-12-31,0.0706619765913734,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G25
Recessions - Europe & Central Asia (excluding high income),1991,"Year over year change in GDP, 1991",1991-01-01,1991-12-31,-0.025737892614131,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G25
Recessions - Europe & Central Asia (excluding high income),1992,"Year over year change in GDP, 1992",1992-01-01,1992-12-31,-0.0820130629881303,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G25
Recessions - Europe & Central Asia (excluding high income),1993,"Year over year change in GDP, 1993",1993-01-01,1993-12-31,-0.0173643684213808,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G25
Recessions - Europe & Central Asia (excluding high income),1994,"Year over year change in GDP, 1994",1994-01-01,1994-12-31,-0.141135442125367,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G25
Recessions - Europe & Central Asia (excluding high income),1995,"Year over year change in GDP, 1995",1995-01-01,1995-12-31,0.07068554380191,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G25
Recessions - Europe & Central Asia (excluding high income),1996,"Year over year change in GDP, 1996",1996-01-01,1996-12-31,0.010603903627359,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G25
Recessions - Europe & Central Asia (excluding high income),1997,"Year over year change in GDP, 1997",1997-01-01,1997-12-31,0.0439003105380014,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G25
Recessions - Europe & Central Asia (excluding high income),1998,"Year over year change in GDP, 1998",1998-01-01,1998-12-31,-0.0733587591199878,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G25
Recessions - Europe & Central Asia (excluding high income),1999,"Year over year change in GDP, 1999",1999-01-01,1999-12-31,-0.161199887726855,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G25
Recessions - Europe & Central Asia (excluding high income),2000,"Year over year change in GDP, 2000",2000-01-01,2000-12-31,0.120121394930437,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G25
Recessions - Europe & Central Asia (excluding high income),2001,"Year over year change in GDP, 2001",2001-01-01,2001-12-31,-0.0117779494439593,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G25
Recessions - Europe & Central Asia (excluding high income),2002,"Year over year change in GDP, 2002",2002-01-01,2002-12-31,0.146008046068165,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G25
Recessions - Europe & Central Asia (excluding high income),2003,"Year over year change in GDP, 2003",2003-01-01,2003-12-31,0.261767957924443,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G25
Recessions - Europe & Central Asia (excluding high income),2004,"Year over year change in GDP, 2004",2004-01-01,2004-12-31,0.326018555572786,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G25
Recessions - Europe & Central Asia (excluding high income),2005,"Year over year change in GDP, 2005",2005-01-01,2005-12-31,0.265582086479044,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G25
Recessions - Europe & Central Asia (excluding high income),2006,"Year over year change in GDP, 2006",2006-01-01,2006-12-31,0.226760175085765,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G25
Recessions - Europe & Central Asia (excluding high income),2007,"Year over year change in GDP, 2007",2007-01-01,2007-12-31,0.286866188195079,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G25
Recessions - Europe & Central Asia (excluding high income),2008,"Year over year change in GDP, 2008",2008-01-01,2008-12-31,0.239462101456957,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G25
Recessions - Europe & Central Asia (excluding high income),2009,"Year over year change in GDP, 2009",2009-01-01,2009-12-31,-0.216249240969112,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G25
Recessions - Europe & Central Asia (excluding high income),2010,"Year over year change in GDP, 2010",2010-01-01,2010-12-31,0.211367468483434,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G25
Recessions - Europe & Central Asia (excluding high income),2011,"Year over year change in GDP, 2011",2011-01-01,2011-12-31,0.242779837959645,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G25
Recessions - Europe & Central Asia (excluding high income),2012,"Year over year change in GDP, 2012",2012-01-01,2012-12-31,0.0666744287034473,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G25
Recessions - Europe & Central Asia (excluding high income),2013,"Year over year change in GDP, 2013",2013-01-01,2013-12-31,0.0601647564041549,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G25
Recessions - Europe & Central Asia (excluding high income),2014,"Year over year change in GDP, 2014",2014-01-01,2014-12-31,-0.0733451307157653,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G25
Recessions - Europe & Central Asia (excluding high income),2015,"Year over year change in GDP, 2015",2015-01-01,2015-12-31,-0.240373204498654,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G25
Recessions - Europe & Central Asia (excluding high income),2016,"Year over year change in GDP, 2016",2016-01-01,2016-12-31,-0.0491769596767958,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G25
Recessions - Europe & Central Asia (excluding high income),2017,"Year over year change in GDP, 2017",2017-01-01,2017-12-31,0.122569002353361,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G25
Recessions - Europe & Central Asia (excluding high income),2018,"Year over year change in GDP, 2018",2018-01-01,2018-12-31,0.0206344513342085,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G25
Recessions - Europe & Central Asia (excluding high income),2019,"Year over year change in GDP, 2019",2019-01-01,2019-12-31,0.0207707737143818,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G25
Recessions - Europe & Central Asia (excluding high income),2020,"Year over year change in GDP, 2020",2020-01-01,2020-12-31,-0.081884457848182,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G25
Recessions - Europe & Central Asia (excluding high income),2021,"Year over year change in GDP, 2021",2021-01-01,2021-12-31,0.179286846914837,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G25
Recessions - Europe & Central Asia (IDA & IBRD countries),1989,"Year over year change in GDP, 1989",1989-01-01,1989-12-31,-0.029148754912078,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G58
Recessions - Europe & Central Asia (IDA & IBRD countries),1990,"Year over year change in GDP, 1990",1990-01-01,1990-12-31,0.0627150076710497,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G58
Recessions - Europe & Central Asia (IDA & IBRD countries),1991,"Year over year change in GDP, 1991",1991-01-01,1991-12-31,-0.0131383036541283,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G58
Recessions - Europe & Central Asia (IDA & IBRD countries),1992,"Year over year change in GDP, 1992",1992-01-01,1992-12-31,-0.0670308491854631,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G58
Recessions - Europe & Central Asia (IDA & IBRD countries),1993,"Year over year change in GDP, 1993",1993-01-01,1993-12-31,-0.0117418296804656,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G58
Recessions - Europe & Central Asia (IDA & IBRD countries),1994,"Year over year change in GDP, 1994",1994-01-01,1994-12-31,-0.10065728472152,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G58
Recessions - Europe & Central Asia (IDA & IBRD countries),1995,"Year over year change in GDP, 1995",1995-01-01,1995-12-31,0.107007523250552,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G58
Recessions - Europe & Central Asia (IDA & IBRD countries),1996,"Year over year change in GDP, 1996",1996-01-01,1996-12-31,0.02863109781877,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G58
Recessions - Europe & Central Asia (IDA & IBRD countries),1997,"Year over year change in GDP, 1997",1997-01-01,1997-12-31,0.0313704186662236,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G58
